traffic,cpu,memory,optimal_cpu
757,5,22,1
3377,14,40,4
3932,1,28,4
2118,3,20,2
4404,15,60,5
4303,1,13,4
4605,3,30,4
162,13,59,2
1498,8,62,3
1456,8,39,3
1903,15,14,2
4073,1,4,4
2913,5,21,3
1107,1,19,1
4672,2,31,4
4471,10,57,5
892,14,53,2
2809,9,52,4
3404,3,12,3
1676,13,24,2
728,1,33,2
3714,13,52,5
1722,11,60,3
2384,5,20,2
4778,4,9,4
2677,13,46,4
108,8,61,2
1315,6,60,3
4541,14,44,5
4446,11,63,5
804,2,55,2
1867,5,50,3
2165,2,19,2
1706,3,18,2
880,8,11,1
4151,12,30,4
980,7,22,1
4249,10,62,5
1796,8,58,3
4594,3,38,5
2949,7,11,3
2113,12,51,3
2226,5,47,3
4472,4,21,4
1972,2,13,2
4511,6,57,5
3894,3,51,5
1723,3,22,2
2576,9,55,4
4613,12,4,4
2801,1,44,4
3507,3,61,4
4964,4,48,6
2021,6,60,3
1564,11,27,2
1267,12,60,3
4145,12,29,4
4942,1,48,6
4411,3,6,4
306,3,29,1
2683,13,20,3
4850,13,55,6
3213,2,2,3
103,4,15,1
1542,2,8,2
4448,6,21,4
4062,12,12,4
3470,11,63,4
779,5,59,2
4913,8,54,6
549,5,33,2
356,10,48,2
2992,12,24,3
456,2,42,2
266,14,24,1
1944,7,21,2
4667,11,25,4
2256,8,50,3
3303,1,37,4
4834,11,27,5
558,12,31,1
3699,12,29,4
4308,14,7,4
1364,12,47,3
2250,15,7,2
1934,14,2,2
4927,5,55,6
3144,6,63,4
2343,8,40,3
4976,11,26,5
4278,8,51,5
1674,6,4,2
4824,9,62,6
914,1,32,2
3331,13,28,3
611,15,8,1
2154,8,15,2
753,6,32,2
4788,10,54,5
2908,12,28,3
300,14,61,2
1504,8,37,3
3125,1,15,3
692,4,46,2
2052,8,6,2
2393,2,52,3
488,2,4,1
4313,8,11,4
3376,4,49,4
808,2,36,2
4103,2,31,4
3984,10,14,4
2692,12,42,4
3250,8,19,3
3836,5,6,4
1532,13,20,2
4298,15,22,4
4466,9,8,4
2470,15,4,3
1664,13,41,3
4257,13,24,4
564,12,35,2
3645,6,18,4
3128,9,31,3
1438,7,54,3
4510,14,45,5
4361,4,34,5
2754,7,19,3
4745,8,30,4
1464,3,52,3
4413,15,47,5
1874,1,28,2
3203,2,62,4
4993,12,31,5
1128,5,12,1
1524,15,43,3
2927,6,32,4
1535,8,2,2
2454,3,41,4
3328,11,22,3
677,8,19,1
4026,11,58,5
2965,8,18,3
1306,4,58,3
3171,9,8,3
879,15,46,2
4799,4,7,4
3489,9,12,3
131,1,15,1
194,12,46,2
590,7,25,1
540,2,51,2
3554,11,53,4
252,13,27,1
802,2,20,1
1919,2,27,2
1012,2,21,1
1052,14,30,1
3941,11,54,5
2339,8,57,3
898,3,3,1
926,13,54,2
4806,3,47,6
3109,7,43,4
4812,12,42,6
4157,15,4,4
316,6,26,1
1816,2,45,3
2370,12,24,2
4171,8,24,4
4124,11,7,4
2847,6,44,4
4292,6,63,5
4514,15,61,5
3192,12,44,4
4736,12,56,5
3367,15,18,3
1805,2,56,3
2351,4,60,3
4858,2,17,5
4234,15,14,4
4815,4,17,5
1617,1,41,3
3246,15,42,4
1895,8,57,3
3117,4,61,4
4594,5,15,4
391,1,31,1
3311,6,25,3
4685,1,4,4
939,14,52,2
2525,4,23,3
911,3,38,2
483,11,13,1
2017,5,61,3
3955,1,16,4
4094,8,48,5
2567,11,44,4
790,15,16,1
4047,13,17,4
4257,5,4,4
270,15,53,2
616,7,63,2
3638,5,41,5
1423,14,2,2
2608,13,38,4
719,13,52,2
4410,11,31,4
4745,5,4,4
4367,6,33,5
1821,12,9,2
3404,11,14,3
4003,10,11,4
1156,10,40,2
4918,11,53,6
2067,2,23,2
1793,12,40,3
3253,3,52,4
528,1,34,2
4326,10,18,4
3427,2,27,3
4740,14,40,5
3706,3,53,5
4197,10,21,4
4199,14,45,5
632,9,27,1
923,7,45,2
241,9,20,1
3140,10,21,3
462,7,38,2
4855,9,52,6
1507,10,15,2
4705,13,34,5
3999,15,45,5
1603,9,23,2
983,11,49,2
1331,3,7,2
2480,2,40,4
4400,2,11,4
2877,4,51,4
2524,11,63,4
1891,2,20,2
2622,11,45,4
4380,14,12,4
3338,9,50,4
1412,15,62,3
2209,11,43,3
565,8,56,2
4751,13,34,5
1028,5,5,1
2415,13,20,3
984,3,59,2
1032,6,50,2
2652,13,25,3
2036,10,21,2
1474,6,39,3
2186,12,5,2
4455,3,2,4
812,4,56,2
2259,2,45,3
4236,1,37,5
732,14,5,1
311,14,61,2
399,6,27,1
404,14,7,1
1706,14,47,3
2266,13,37,3
2953,3,42,4
158,9,23,1
3552,14,6,3
4266,11,7,4
4854,15,6,5
850,11,11,1
4286,13,44,5
417,2,60,2
1206,2,63,3
100,12,49,2
1669,13,16,2
130,14,58,2
2631,11,34,4
1470,15,21,2
3685,2,24,4
2829,4,12,3
599,10,27,1
620,11,51,2
4127,4,61,5
526,3,26,1
4287,2,48,5
156,10,10,1
2810,6,19,3
3917,3,49,5
3360,7,13,3
4624,12,23,4
166,2,12,1
1462,4,39,3
4946,5,40,6
187,12,23,1
4174,1,44,5
2372,6,44,3
851,8,9,1
2116,7,44,3
371,9,35,2
4304,2,61,5
3422,4,30,3
4448,7,41,5
1441,4,7,2
4158,14,34,5
4825,4,5,5
3270,5,21,3
3102,11,25,3
1338,11,51,3
1699,9,10,2
4397,10,9,4
4536,13,38,5
816,8,63,2
3825,12,43,5
2693,10,59,4
2815,4,2,3
1489,9,23,2
4413,5,45,5
2371,13,14,2
1859,4,4,2
2248,12,56,3
3298,4,26,3
375,9,51,2
3374,10,38,4
3846,9,22,4
3968,15,48,5
506,13,3,1
2665,6,32,4
1079,11,6,1
391,9,35,2
4092,15,43,5
2267,15,8,2
3742,5,26,4
2731,4,49,4
934,3,38,2
3616,1,62,5
967,4,21,1
193,2,29,1
4857,2,21,5
1515,1,37,3
1637,4,51,3
1753,10,59,3
4796,4,33,5
1026,10,31,1
3370,8,7,3
4991,14,8,5
3106,5,62,4
4270,12,8,4
4783,12,27,4
4157,6,19,4
2531,4,40,4
2867,5,49,4
3459,3,31,3
2703,4,19,3
4651,3,10,4
2090,1,15,2
4434,8,60,5
627,2,6,1
1905,13,47,3
512,15,51,2
2665,13,44,4
1567,15,39,3
1714,10,24,2
3123,12,53,4
2589,8,8,3
4999,13,43,6
1327,4,57,3
257,11,36,2
4108,7,26,4
3492,13,40,4
3548,2,34,4
3927,14,31,4
1407,9,34,3
2893,10,19,3
3376,13,4,3
4734,4,23,4
3912,8,21,4
2411,10,5,3
4591,9,27,4
4189,10,62,5
465,10,37,2
3582,9,14,3
4174,14,44,5
2221,7,36,3
837,12,54,2
2019,2,25,2
3843,2,55,5
4464,6,18,4
4047,7,46,5
3790,2,35,5
3531,12,48,4
820,13,62,2
4233,5,63,5
3157,12,13,3
1827,9,28,2
3572,14,38,4
533,6,5,1
2593,9,63,4
126,11,59,2
4554,4,3,4
1784,1,5,2
909,7,24,1
160,4,13,1
1887,10,2,2
4279,5,47,5
4445,1,25,4
3077,8,62,4
3105,8,47,4
4880,3,30,5
2110,5,50,3
2876,7,54,4
2258,15,47,3
4676,6,44,5
978,6,22,1
334,2,61,2
3387,12,63,4
2331,12,20,2
2071,1,17,2
103,3,24,1
2790,14,34,4
208,4,41,2
1717,3,41,3
3430,6,50,4
2853,3,12,3
3490,15,57,4
4269,2,18,4
4863,4,23,5
958,4,41,2
2954,12,44,4
4573,2,42,5
4012,13,60,5
2353,10,58,3
3467,2,8,3
4374,3,36,5
1521,14,59,3
2206,14,42,3
588,4,27,1
491,8,12,1
2316,12,37,3
501,2,29,1
605,5,43,2
4706,12,54,5
2502,15,58,4
4803,4,48,6
1905,8,9,2
4560,14,54,5
3445,15,3,3
4446,4,47,5
108,8,16,1
1854,3,6,2
162,4,17,1
2460,3,50,4
1620,8,35,3
1011,4,48,2
1555,4,40,3
1955,4,61,3
743,13,55,2
1516,9,10,2
428,3,8,1
141,1,26,1
4565,14,50,5
4704,12,24,4
2355,1,8,2
2123,12,43,3
4595,7,29,4
2783,8,42,4
3026,2,43,4
578,7,4,1
3585,10,12,3
4669,12,16,4
2688,14,39,4
2236,2,3,2
454,10,15,1
4941,2,44,6
1684,12,23,2
2556,14,52,4
799,12,56,2
800,13,63,2
4360,12,61,5
1914,3,35,3
3520,13,63,4
164,2,41,2
1683,8,47,3
4607,7,19,4
3121,15,2,3
2578,14,49,4
3550,10,63,4
343,6,36,2
4179,2,44,5
1788,10,30,2
261,9,63,2
4264,2,32,5
2964,13,30,3
2710,4,63,4
3561,11,39,4
1912,5,52,3
1282,6,54,3
334,1,5,1
1092,12,16,1
2075,15,47,3
1190,1,58,2
3206,7,12,3
2216,1,41,3
2714,2,53,4
3292,12,58,4
2419,12,15,3
3851,14,29,4
456,9,55,2
1294,3,32,3
402,15,35,2
3069,9,9,3
1347,3,32,3
347,12,28,1
3693,3,34,5
4640,1,55,5
969,11,47,2
2158,11,45,3
1604,5,2,2
2143,1,16,2
1179,11,49,2
3495,5,23,3
1929,2,62,3
3685,6,53,5
1030,13,54,2
1387,15,57,3
1762,5,58,3
1129,5,4,1
1416,5,55,3
723,15,18,1
1784,15,36,3
712,9,25,1
641,15,25,1
741,12,16,1
3702,11,42,5
1713,3,46,3
4517,14,38,5
2656,11,45,4
3081,12,14,3
3389,3,43,4
4155,8,29,4
3795,5,14,4
3005,3,3,3
3756,10,36,5
3830,8,41,5
2832,8,42,4
1887,9,43,3
834,8,39,2
2831,13,12,3
2374,2,31,2
333,1,29,1
2310,12,8,2
1496,2,57,3
1129,4,41,2
4485,3,54,5
2986,10,31,3
3681,10,48,5
882,15,47,2
4580,9,22,4
1825,9,24,2
4657,4,58,5
3210,3,61,4
2449,6,48,4
3152,3,17,3
3952,15,19,4
4202,3,21,4
3580,2,35,4
1315,5,33,3
2509,1,56,4
4984,7,4,5
4965,13,60,6
1694,9,18,2
1013,2,38,2
1677,1,13,2
4151,3,54,5
2534,5,63,4
1252,9,50,3
4559,10,47,5
4956,13,57,6
3168,12,57,4
3994,12,38,5
318,7,42,2
138,14,57,2
2576,8,21,3
2501,12,30,3
902,12,15,1
3442,9,9,3
1329,5,36,3
4580,2,13,4
1734,7,58,3
4937,5,20,5
1279,11,32,3
3411,8,29,3
2208,2,16,2
1457,2,56,3
2861,1,25,3
1260,5,47,3
1185,12,59,2
3740,1,51,5
276,4,54,2
755,7,51,2
4202,10,3,4
4433,13,22,4
659,1,48,2
2603,13,2,3
1736,6,42,3
4107,15,21,4
3335,12,14,3
689,8,2,1
1745,11,10,2
1351,1,63,3
870,8,8,1
2941,13,4,3
988,11,61,2
3071,1,49,4
2390,4,6,2
3728,10,56,5
632,3,41,2
4417,15,26,4
2205,6,43,3
669,5,27,1
1739,11,44,3
182,11,40,2
3581,13,19,3
2939,2,61,4
4289,10,31,4
4814,5,24,5
1365,3,15,2
4188,4,25,4
2842,15,27,3
3288,15,17,3
840,9,12,1
4335,8,60,5
2098,14,12,2
1485,12,20,2
4196,5,27,4
1965,13,61,3
716,4,42,2
1911,6,18,2
2962,4,7,3
2336,5,8,2
2296,12,6,2
2066,9,22,2
4781,8,57,5
4998,15,62,6
760,9,63,2
1422,10,46,3
3398,6,44,4
2591,10,10,3
116,14,29,1
4217,5,58,5
3160,10,54,4
608,8,31,1
4687,5,13,4
433,8,44,2
2016,9,60,3
4702,1,46,5
4181,14,57,5
1726,2,51,3
4942,14,17,5
3064,4,34,4
121,11,24,1
4484,4,22,4
1384,6,16,2
2693,11,43,4
2225,3,49,3
2769,1,49,4
4290,1,34,5
4340,2,62,5
2818,10,12,3
1574,3,12,2
4442,10,33,5
4879,9,36,6
4417,10,60,5
859,6,40,2
1124,12,43,2
4890,13,4,5
947,10,20,1
3116,14,31,3
4064,2,27,4
4475,9,40,5
4312,1,40,5
1284,6,13,2
1680,11,12,2
4513,8,52,5
4503,15,18,4
1092,4,13,1
625,5,29,1
1956,11,39,3
2833,12,34,4
601,12,55,2
1611,2,10,2
4749,13,15,4
2961,6,53,4
2089,6,5,2
901,11,36,2
3129,9,36,4
762,5,60,2
4364,1,49,5
2686,4,6,3
1129,14,53,2
803,2,10,1
1803,13,52,3
451,15,25,1
112,3,44,2
1475,4,15,2
2573,11,18,3
3054,8,57,4
3118,15,41,4
4465,11,9,4
185,8,62,2
4987,6,44,6
167,3,62,2
3788,3,33,5
3594,10,33,4
337,6,10,1
3301,11,48,4
3680,12,14,4
1189,12,60,2
4296,7,56,5
4527,8,4,4
2435,14,61,4
2964,6,40,4
3603,2,25,4
3732,5,36,5
4240,3,38,5
4272,15,43,5
513,9,51,2
4756,15,32,5
3745,3,52,5
1605,9,9,2
2504,7,38,4
1233,10,61,3
241,11,8,1
4719,12,36,5
661,13,32,2
4541,5,60,5
4630,5,47,5
918,5,40,2
925,4,20,1
3145,2,10,3
2880,8,43,4
4038,3,40,5
1692,15,33,3
4346,11,19,4
4299,10,18,4
4503,12,4,4
1797,15,60,3
4540,6,44,5
3714,1,20,4
4507,2,59,5
4081,5,62,5
4731,1,29,4
3705,7,26,4
3549,15,25,3
2098,12,48,3
3626,1,19,4
2633,1,39,4
4271,1,24,4
4038,10,14,4
4038,12,21,4
309,12,16,1
541,13,11,1
2038,12,13,2
1391,14,47,3
4546,14,34,5
3961,7,13,4
3291,7,62,4
139,15,50,2
111,5,21,1
2063,7,52,3
477,3,42,2
4548,6,37,5
938,9,28,1
2978,13,2,3
2262,9,17,2
3699,5,62,5
2248,15,23,2
4208,3,11,4
3715,4,52,5
4776,9,18,4
4476,10,57,5
2711,5,26,3
2358,9,15,2
414,10,28,1
2949,14,25,3
2384,9,4,2
3995,13,43,5
3533,5,48,4
4943,14,7,5
1549,14,4,2
1645,4,21,2
3471,2,56,4
2029,3,15,2
4032,4,30,4
2071,2,3,2
2477,5,51,4
1155,10,13,1
1161,11,18,1
235,4,12,1
661,9,14,1
4788,1,25,4
4731,13,18,4
671,9,44,2
1882,14,54,3
2654,10,10,3
2043,7,63,3
3276,10,11,3
1158,11,16,1
2962,5,27,3
3357,4,27,3
1930,13,16,2
4037,7,45,5
2271,2,5,2
2545,7,33,4
3439,5,59,4
4363,10,58,5
2754,1,3,3
1761,4,7,2
581,1,12,1
3634,12,58,5
1127,5,50,2
924,11,22,1
2676,7,33,4
4376,14,9,4
3391,8,32,4
3465,9,59,4
4519,14,34,5
781,6,47,2
539,8,5,1
1146,8,33,2
194,15,18,1
1645,14,30,2
3175,1,24,3
684,2,23,1
4281,8,13,4
702,5,59,2
3100,6,13,3
1423,3,34,3
2842,2,42,4
676,5,12,1
4543,13,45,5
1382,9,28,2
636,9,63,2
3823,11,56,5
1809,15,24,2
4258,1,10,4
3705,10,52,5
3870,6,62,5
2213,15,43,3
4752,5,11,4
3844,6,25,4
3868,2,7,4
1275,12,15,2
4699,1,57,5
548,8,22,1
3870,4,43,5
4911,12,19,5
398,15,40,2
3867,3,23,4
161,4,25,1
3145,9,45,4
590,13,50,2
3257,2,50,4
181,6,6,1
3714,7,7,4
980,7,62,2
3202,4,12,3
3599,14,7,3
2924,4,63,4
2992,6,45,4
2428,4,17,3
2380,2,30,2
648,7,39,2
334,7,52,2
1260,7,15,2
2500,1,8,3
4610,2,39,5
4259,3,63,5
2258,14,32,3
3044,11,20,3
4090,12,30,4
4671,14,43,5
245,12,44,2
3496,13,39,4
1635,13,38,3
4233,4,57,5
2203,1,29,2
3595,9,24,3
1630,3,4,2
867,1,30,1
1764,10,30,2
1444,4,51,3
3532,14,50,4
286,1,23,1
2117,2,63,3
2850,5,49,4
1498,4,22,2
359,9,39,2
1331,6,62,3
4865,8,56,6
4310,13,57,5
3622,14,10,4
4052,7,28,4
193,5,15,1
2379,13,25,2
3244,10,10,3
558,3,46,2
2809,9,59,4
3194,2,49,4
4304,14,19,4
3541,4,45,4
2863,4,39,4
3632,7,8,4
3185,9,6,3
4808,5,9,5
1041,2,14,1
1252,13,30,2
937,14,33,2
3078,1,31,3
1532,1,4,2
3230,10,5,3
2894,5,62,4
4154,8,5,4
302,4,15,1
4121,11,45,5
2907,3,47,4
1396,1,21,2
812,13,15,1
2542,2,33,4
3024,7,30,3
117,3,2,1
2212,10,21,2
4685,15,42,5
1547,7,33,3
172,7,27,1
3492,9,52,4
4492,15,46,5
4650,2,49,5
4970,2,60,6
3508,7,32,4
1020,1,62,2
4648,5,40,5
2576,3,63,4
3134,4,3,3
4816,11,40,6
4995,15,54,6
1829,7,16,2
4849,3,45,6
1201,10,53,3
1407,14,42,3
3691,9,15,4
3090,5,26,3
167,4,53,2
4119,1,6,4
2072,3,16,2
4891,13,58,6
1669,9,21,2
3979,9,26,4
3002,12,8,3
1831,10,27,2
2521,12,42,4
2307,13,10,2
396,2,56,2
4405,11,38,5
4467,12,62,5
1597,8,24,2
1304,2,48,3
4109,14,29,4
2053,8,17,2
3207,15,15,3
4665,15,43,5
1976,8,53,3
4753,15,2,4
3867,13,34,5
1227,12,28,2
4004,13,24,4
4830,8,38,6
1626,12,25,2
3248,4,22,3
143,2,21,1
2933,11,42,4
4258,1,8,4
1467,10,19,2
3487,2,53,4
1990,12,36,3
4569,1,14,4
4536,4,56,5
1643,9,60,3
984,6,33,2
1853,6,40,3
1500,4,32,3
1816,8,51,3
4762,12,5,4
2083,15,7,2
2275,9,44,3
4283,1,26,4
975,9,61,2
1077,3,5,1
1966,15,16,2
657,10,35,2
4100,9,32,5
1650,13,43,3
4732,15,2,4
253,5,49,2
4021,12,32,5
3587,3,62,4
642,9,62,2
4637,13,41,5
1781,10,7,2
2605,4,8,3
1462,4,44,3
2491,5,46,4
3638,7,50,5
2985,10,54,4
1825,5,62,3
2440,13,62,4
929,4,25,1
4061,8,10,4
740,12,63,2
3325,15,44,4
1602,13,45,3
2907,11,44,4
4803,5,8,5
4534,9,57,5
185,2,10,1
3490,2,22,3
514,15,17,1
1955,5,11,2
4328,12,28,4
3888,14,12,4
194,3,3,1
3118,2,41,4
1063,9,24,1
2487,11,60,4
2667,12,23,3
1440,12,8,2
4826,13,49,6
3758,8,9,4
2818,14,62,4
1850,1,29,2
2450,7,24,3
1624,10,10,2
1830,15,41,3
3079,15,3,3
2120,5,62,3
688,11,46,2
791,1,51,2
3682,4,62,5
4656,8,44,5
860,1,18,1
976,13,24,1
2017,7,5,2
4461,10,33,5
4648,2,36,5
4462,2,29,4
4843,8,3,5
4212,2,48,5
4071,4,19,4
4793,5,32,5
1838,4,12,2
2920,10,5,3
4685,13,52,5
3537,4,47,4
2938,9,44,4
471,10,40,2
4161,13,5,4
1406,2,35,3
3498,7,46,4
3210,9,55,4
2766,2,57,4
1137,15,47,2
3880,3,19,4
2901,14,26,3
1984,1,16,2
222,1,58,2
4557,6,7,4
3903,5,3,4
1011,10,42,2
4089,10,8,4
2637,11,29,3
3052,12,20,3
2175,8,62,3
4013,7,34,5
804,3,7,1
3476,10,32,4
449,2,23,1
3129,5,41,4
2529,10,34,4
1348,3,19,2
633,13,49,2
262,5,34,2
4715,9,61,5
3250,9,52,4
4165,4,46,5
3054,6,4,3
776,9,13,1
4668,13,55,5
3927,10,37,5
3291,4,44,4
1728,2,6,2
3193,14,48,4
1836,2,52,3
4041,4,44,5
1131,15,9,1
1781,6,57,3
4604,9,48,5
3616,1,48,5
194,13,13,1
643,11,37,2
4183,13,39,5
3469,2,33,4
4065,4,61,5
999,13,27,1
199,11,52,2
380,6,30,1
1579,1,52,3
518,10,17,1
3521,9,40,4
2680,1,8,3
4694,9,56,5
4130,3,47,5
3477,12,51,4
3553,9,35,4
3798,5,42,5
3787,3,4,4
2939,8,50,4
1540,12,25,2
2852,9,22,3
2114,8,58,3
528,9,31,1
1756,15,4,2
2511,9,53,4
4707,1,36,5
680,11,53,2
3572,15,22,3
4734,3,6,4
4565,12,17,4
1807,12,48,3
295,9,44,2
3771,3,49,5
789,8,27,1
3648,15,62,5
1341,1,53,3
4289,4,34,5
4909,1,31,5
689,11,35,2
1720,11,5,2
3698,12,40,5
4592,14,62,5
141,14,23,1
3499,13,56,4
2600,8,40,4
2860,2,38,4
4426,14,24,4
2495,7,40,4
4462,13,21,4
1209,4,61,3
2620,13,60,4
3849,14,47,5
2093,10,56,3
2391,4,38,3
4649,11,36,5
435,8,2,1
4574,8,12,4
3678,12,40,5
482,7,9,1
2572,3,7,3
1221,14,22,2
4570,12,27,4
202,11,53,2
4349,11,23,4
3065,8,33,4
290,6,24,1
610,1,38,2
2324,1,13,2
3735,2,17,4
3855,10,18,4
2805,12,6,3
805,4,11,1
3447,6,51,4
3691,13,63,5
2930,1,8,3
1857,4,10,2
4724,8,15,4
2572,10,48,4
3094,4,22,3
199,8,32,2
3858,13,3,4
4063,7,61,5
1345,13,13,2
1576,14,45,3
204,7,25,1
1980,6,52,3
989,4,28,1
4357,7,29,4
4408,12,12,4
3242,14,50,4
4201,1,56,5
654,12,34,2
2034,9,21,2
3102,3,33,4
1578,5,48,3
761,1,54,2
3704,8,52,5
1876,15,6,2
4864,10,14,5
3781,9,63,5
4638,9,51,5
960,2,13,1
1790,4,16,2
1517,12,24,2
2971,9,48,4
2668,4,2,3
3320,12,43,4
1230,10,40,3
160,12,45,2
4753,9,7,4
3407,11,54,4
4922,14,49,6
910,6,9,1
2850,2,18,3
2836,1,4,3
3455,13,22,3
4474,9,49,5
2380,1,13,2
3103,7,61,4
1769,15,4,2
497,8,8,1
3320,5,28,3
2012,6,25,2
4180,7,24,4
3559,14,40,4
925,9,43,2
2887,5,48,4
4092,15,61,5
2985,15,2,3
2264,13,7,2
4393,15,34,5
3368,7,35,4
3633,1,48,5
3245,3,50,4
2741,4,30,3
4063,13,9,4
1908,4,38,3
4534,14,34,5
3030,4,38,4
4336,13,58,5
558,9,40,2
1349,2,50,3
1316,10,7,2
466,1,29,1
469,10,40,2
3218,10,38,4
3167,5,57,4
1377,3,12,2
1865,1,41,3
4424,8,25,4
1933,3,56,3
4459,13,44,5
4622,8,5,4
283,14,52,2
2811,9,4,3
1056,15,45,2
4552,3,35,5
1684,1,57,3
3837,10,8,4
1036,3,52,2
4472,15,23,4
2642,12,32,4
2584,2,31,3
3642,3,62,5
3992,2,45,5
4809,8,44,6
3730,15,50,5
3490,13,36,4
4964,14,44,6
4556,10,25,4
1226,11,59,3
1645,8,20,2
536,2,55,2
720,9,40,2
2500,14,12,3
4089,14,36,5
4206,4,50,5
4503,15,26,4
2538,8,10,3
1292,5,36,3
4268,10,39,5
4677,2,17,4
2696,11,52,4
4032,12,24,4
2927,13,46,4
1923,5,34,3
3137,15,26,3
4509,8,43,5
1833,14,60,3
1495,9,5,2
623,7,15,1
3165,5,28,3
4302,12,34,5
3400,7,14,3
1292,12,39,3
2148,11,46,3
2559,4,61,4
2230,2,50,3
4185,12,50,5
3054,7,16,3
3044,6,42,4
4449,12,34,5
3827,13,56,5
680,12,35,2
3855,3,35,5
4625,1,24,4
598,7,24,1
3190,5,8,3
378,3,33,2
1533,3,4,2
989,8,46,2
1199,10,26,1
885,5,24,1
4089,1,19,4
4858,8,7,5
4106,15,23,4
2056,15,58,3
2299,10,11,2
274,7,44,2
2614,3,35,4
4748,7,38,5
363,5,17,1
3276,14,5,3
1083,11,25,1
4797,11,3,4
3399,6,9,3
803,5,46,2
3173,9,40,4
4897,4,36,6
1037,5,55,2
3684,11,60,5
985,8,49,2
2215,12,30,2
3956,13,42,5
4993,5,29,5
4793,14,34,5
686,7,59,2
559,7,13,1
1142,9,45,2
4801,1,13,5
1498,6,2,2
3762,13,50,5
4889,1,34,6
2180,2,17,2
4948,4,51,6
2081,13,43,3
1210,11,58,3
1687,10,12,2
1424,13,25,2
4400,7,37,5
173,3,32,2
4684,1,15,4
694,11,39,2
311,14,35,2
1176,12,25,1
1968,11,62,3
1385,13,29,2
4410,13,30,4
134,13,7,1
3843,7,39,5
576,4,31,1
3479,7,45,4
809,2,5,1
752,9,37,2
4287,13,42,5
157,10,8,1
4394,8,44,5
2479,14,16,3
4970,11,43,6
3434,9,42,4
1045,8,4,1
3667,7,50,5
4299,13,53,5
1778,2,36,3
3768,15,26,4
2486,7,43,4
798,7,45,2
4701,14,9,4
1353,13,48,3
418,7,39,2
1748,3,50,3
1526,11,17,2
537,2,2,1
614,14,17,1
1977,9,30,2
3156,7,45,4
2676,7,49,4
4839,7,48,6
2780,6,5,3
759,9,61,2
3140,14,45,4
101,4,63,2
4125,15,50,5
4454,6,11,4
1353,5,44,3
151,3,28,1
713,10,7,1
2513,1,4,3
3094,5,19,3
4491,4,10,4
1371,7,59,3
802,9,23,1
4028,15,60,5
860,2,26,1
4898,15,53,6
331,5,9,1
3173,5,61,4
4229,7,45,5
2256,10,56,3
1986,4,39,3
1636,7,9,2
3665,7,11,4
3011,3,31,3
2858,6,56,4
443,14,4,1
2515,5,26,3
4307,14,29,4
3871,15,63,5
2390,10,26,2
4826,3,21,5
4446,3,29,4
3267,14,55,4
446,10,28,1
4264,7,28,4
2551,15,55,4
4711,14,32,5
816,9,13,1
1835,15,8,2
726,13,53,2
4328,2,20,4
322,1,48,2
1134,7,10,1
506,6,14,1
4767,2,23,4
2934,4,59,4
4677,12,48,5
1345,9,7,2
2742,5,53,4
1159,7,36,2
101,15,36,2
4343,1,44,5
1518,10,7,2
3027,14,19,3
4271,9,56,5
1119,13,8,1
4450,2,45,5
4370,6,19,4
598,9,6,1
481,2,9,1
490,3,21,1
4783,8,7,4
3487,13,6,3
3036,5,54,4
3913,5,33,5
3225,15,40,4
2443,2,57,4
2847,8,13,3
2121,15,13,2
4381,12,35,5
2962,9,28,3
3220,11,59,4
4384,12,14,4
4644,12,23,4
634,5,62,2
2950,10,28,3
3351,1,2,3
812,9,17,1
2676,12,41,4
2080,2,51,3
2440,12,63,4
153,3,29,1
239,4,55,2
2580,4,14,3
4016,10,13,4
4909,10,61,6
4115,13,14,4
2576,5,45,4
2657,10,54,4
4379,5,5,4
2082,14,48,3
1596,11,18,2
1359,14,33,3
3602,4,22,4
847,6,8,1
4000,11,31,4
3112,10,56,4
433,10,6,1
2307,1,33,3
3875,3,52,5
3443,11,59,4
1440,6,47,3
2375,11,47,3
1881,8,58,3
4188,5,26,4
4975,14,16,5
2081,4,11,2
381,14,18,1
1376,10,51,3
2097,12,16,2
4539,7,45,5
3994,13,23,4
3528,11,44,4
1031,9,22,1
4333,7,47,5
605,11,24,1
4459,9,57,5
2434,13,62,4
4077,7,30,4
3164,9,63,4
3531,7,8,3
4995,6,13,5
3895,1,6,4
3229,12,11,3
3663,15,52,5
806,10,31,1
3064,9,13,3
3420,6,4,3
2087,13,26,2
4169,10,19,4
2519,14,57,4
981,7,21,1
3004,2,29,3
406,10,25,1
3539,12,5,3
835,4,6,1
2127,2,46,3
3049,1,33,4
3006,9,31,3
4269,9,29,4
1682,1,60,3
3942,3,57,5
3912,13,20,4
193,4,62,2
2319,11,19,2
4307,11,26,4
1984,5,21,2
1395,13,48,3
4788,13,31,4
1938,11,4,2
1248,7,41,3
2466,12,7,3
3433,10,23,3
3251,11,18,3
4238,9,19,4
4223,1,27,4
3623,15,19,4
3595,2,34,4
2399,14,4,2
1951,6,9,2
4391,6,35,5
749,10,38,2
2444,1,58,4
535,9,44,2
706,2,34,2
3197,14,13,3
583,13,9,1
4711,13,62,5
383,4,6,1
1003,15,46,2
2830,3,49,4
4823,2,31,5
2436,2,9,3
3033,1,30,3
4785,12,9,4
1164,8,62,2
544,8,11,1
3901,9,51,5
1193,10,49,2
1842,3,29,2
3695,3,39,5
3002,3,3,3
3908,4,25,4
2115,1,50,3
2273,8,32,3
4908,15,26,5
1780,5,22,2
859,9,51,2
1634,4,21,2
3804,7,39,5
